source_key,match_id,source_season,tourney_id,round,best_of,rule_group,rule_basis,match_rule
2015-403/3,2015-403/3,2015,2015-403,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-403/30,2015-403/30,2015,2015-403,SF,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-403/31,2015-403/31,2015,2015-403,F,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-403/4,2015-403/4,2015,2015-403,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-403/5,2015-403/5,2015,2015-403,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-403/6,2015-403/6,2015,2015-403,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-403/7,2015-403/7,2015,2015-403,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-403/8,2015-403/8,2015,2015-403,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-403/9,2015-403/9,2015,2015-403,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-404/1,2015-404/1,2015,2015-404,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-404/10,2015-404/10,2015,2015-404,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-404/11,2015-404/11,2015,2015-404,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-404/12,2015-404/12,2015,2015-404,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-404/13,2015-404/13,2015,2015-404,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-404/14,2015-404/14,2015,2015-404,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-404/15,2015-404/15,2015,2015-404,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-404/16,2015-404/16,2015,2015-404,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-404/17,2015-404/17,2015,2015-404,R16,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-404/18,2015-404/18,2015,2015-404,R16,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-404/19,2015-404/19,2015,2015-404,R16,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-404/2,2015-404/2,2015,2015-404,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-404/20,2015-404/20,2015,2015-404,R16,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-404/21,2015-404/21,2015,2015-404,R16,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-404/22,2015-404/22,2015,2015-404,R16,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-404/23,2015-404/23,2015,2015-404,R16,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-404/24,2015-404/24,2015,2015-404,R16,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-404/25,2015-404/25,2015,2015-404,QF,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-404/26,2015-404/26,2015,2015-404,QF,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-404/27,2015-404/27,2015,2015-404,QF,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-404/28,2015-404/28,2015,2015-404,QF,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-404/29,2015-404/29,2015,2015-404,SF,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-404/3,2015-404/3,2015,2015-404,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-404/30,2015-404/30,2015,2015-404,SF,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-404/31,2015-404/31,2015,2015-404,F,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-404/4,2015-404/4,2015,2015-404,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-404/5,2015-404/5,2015,2015-404,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-404/6,2015-404/6,2015,2015-404,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-404/7,2015-404/7,2015,2015-404,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-404/8,2015-404/8,2015,2015-404,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-404/9,2015-404/9,2015,2015-404,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-405/1,2015-405/1,2015,2015-405,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-405/10,2015-405/10,2015,2015-405,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-405/11,2015-405/11,2015,2015-405,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-405/12,2015-405/12,2015,2015-405,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-405/13,2015-405/13,2015,2015-405,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-405/14,2015-405/14,2015,2015-405,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-405/15,2015-405/15,2015,2015-405,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-405/16,2015-405/16,2015,2015-405,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-405/17,2015-405/17,2015,2015-405,R16,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-405/18,2015-405/18,2015,2015-405,R16,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-405/19,2015-405/19,2015,2015-405,R16,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-405/2,2015-405/2,2015,2015-405,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-405/20,2015-405/20,2015,2015-405,R16,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-405/21,2015-405/21,2015,2015-405,R16,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-405/22,2015-405/22,2015,2015-405,R16,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-405/23,2015-405/23,2015,2015-405,R16,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-405/24,2015-405/24,2015,2015-405,R16,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-405/25,2015-405/25,2015,2015-405,QF,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-405/26,2015-405/26,2015,2015-405,QF,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-405/27,2015-405/27,2015,2015-405,QF,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-405/28,2015-405/28,2015,2015-405,QF,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-405/29,2015-405/29,2015,2015-405,SF,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-405/3,2015-405/3,2015,2015-405,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-405/30,2015-405/30,2015,2015-405,SF,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-405/31,2015-405/31,2015,2015-405,F,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-405/4,2015-405/4,2015,2015-405,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-405/5,2015-405/5,2015,2015-405,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-405/6,2015-405/6,2015,2015-405,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-405/7,2015-405/7,2015,2015-405,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-405/8,2015-405/8,2015,2015-405,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-405/9,2015-405/9,2015,2015-405,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-406/1,2015-406/1,2015,2015-406,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-406/10,2015-406/10,2015,2015-406,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-406/11,2015-406/11,2015,2015-406,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-406/12,2015-406/12,2015,2015-406,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-406/13,2015-406/13,2015,2015-406,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-406/14,2015-406/14,2015,2015-406,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-406/15,2015-406/15,2015,2015-406,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-406/16,2015-406/16,2015,2015-406,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-406/17,2015-406/17,2015,2015-406,R16,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-406/18,2015-406/18,2015,2015-406,R16,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-406/19,2015-406/19,2015,2015-406,R16,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-406/2,2015-406/2,2015,2015-406,R32,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-406/20,2015-406/20,2015,2015-406,R16,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-406/21,2015-406/21,2015,2015-406,R16,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-406/22,2015-406/22,2015,2015-406,R16,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-406/23,2015-406/23,2015,2015-406,R16,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-406/24,2015-406/24,2015,2015-406,R16,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
2015-406/25,2015-406/25,2015,2015-406,QF,3,ordinary_atp_best_of_three,synthetic,"{""deciding_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""regular_set"":{""mode"":""tiebreak"",""tiebreak_at_games"":6,""tiebreak_points"":7},""sets_to_win"":2}"
